pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,lowFodmap,ketogenic,whole30,readyInMinutes,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,calories,Fat/g,Saturated Fat/g,Carbohydrates/g,Sugar/g,Cholesterol/mg,Sodium/mg,Protein/g,Vitamin B3/mg,Selenium/µg,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/µg,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/µg,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/µg,Vitamin K/µg,Vitamin C/mg
4.732,671,0,False,0,False,0,False,0,False,30,8,64.0,17.0,44.33,20.93,34.74,505.6,11.62,6.32,43.4,27.6,31.4,1524.96,55.38,3.54,9.84,90.3,1.98,0.19,644.04,0.21,73.3,389.61,0.13,0.72,0.51,35.24,0.0,0.61,0.49,1.59,3.49,3138.7,0.0,27.73,166.99
7.3825,886,0,False,1,False,0,False,0,False,45,3,89.0,67.0,37.3,56.51,6.19,1141.35,71.46,12.79,17.59,7.86,303.77,1024.51,106.13,48.98,152.55,1159.88,4.85,0.69,301.11,0.52,344.55,2504.97,0.31,3.84,0.59,171.15,1.11,6.99,3.69,9.43,6.36,20566.35,0.53,276.54,37.42
2.6143,293,0,False,0,False,0,False,0,False,45,4,66.0,20.0,15.1,30.16,54.74,650.02,21.79,9.47,88.97,13.9,18.3,673.73,24.54,4.21,65.11,391.95,3.88,0.21,346.75,0.18,59.93,643.1,0.4,2.32,1.11,83.72,0.3,0.74,0.31,2.12,5.77,1007.27,0.0,45.07,33.68
3.7037,445,0,False,0,True,0,False,0,False,10,0,72.0,27.0,24.65,17.36,57.99,662.45,12.74,1.82,95.79,11.01,285.76,2330.55,40.72,4.44,126.17,484.87,5.98,0.21,227.16,0.16,52.36,967.08,0.88,4.21,1.7,130.99,0.84,1.23,0.36,5.73,7.36,902.2,0.0,9.73,17.68
1.9083,218,0,False,0,False,0,False,0,False,45,0,73.0,36.0,19.86,25.23,54.91,373.14,10.63,6.18,52.07,3.53,23.67,936.37,18.84,0.73,7.84,247.23,3.52,0.22,504.99,0.09,121.01,419.86,0.22,1.29,0.48,47.38,0.35,0.3,0.26,1.58,4.21,6351.09,0.0,192.59,31.51
1.587,223,0,False,0,True,0,False,0,False,45,0,54.0,16.0,15.33,29.19,55.48,419.01,13.68,2.48,58.52,4.33,74.84,240.91,16.18,4.81,67.01,263.59,2.69,0.23,82.23,0.2,54.22,577.6,0.34,2.19,0.92,74.64,0.34,1.07,0.41,1.85,3.9,431.41,0.23,12.94,22.63
2.2197,280,0,False,0,False,0,False,0,False,50,2,84.0,48.0,13.39,36.23,50.38,703.18,29.57,5.41,92.52,3.6,166.73,695.48,24.59,6.41,88.96,565.65,7.04,0.49,145.77,0.67,123.55,734.83,0.58,4.15,4.97,189.73,0.53,1.66,0.63,4.57,14.25,2699.2,1.28,482.66,39.94
2.5051,251,0,False,1,False,0,False,0,False,4,5,89.0,38.0,42.67,52.23,5.1,288.05,17.05,9.26,3.75,2.49,95.7,734.41,31.34,15.81,105.08,308.92,3.72,0.29,143.24,0.09,36.5,484.31,0.14,1.59,0.07,52.82,3.88,0.59,0.53,1.04,0.67,1861.5,2.01,248.76,22.75
14.3997,1227,0,False,1,True,0,False,0,True,30,0,84.0,100.0,39.72,40.96,19.32,709.13,33.04,4.77,35.06,21.22,156.48,1604.97,72.1,14.34,122.16,923.48,4.59,0.44,199.89,0.58,147.98,3400.12,0.71,3.29,1.08,213.9,3.2,1.39,1.59,11.71,11.45,6972.03,3.27,80.1,114.39
3.2097,289,0,False,0,False,0,False,0,False,70,0,57.0,22.0,13.14,42.33,44.53,923.37,43.35,10.92,102.6,11.74,32.6,2009.32,30.26,8.93,94.89,409.77,4.32,0.26,277.56,0.2,60.83,616.82,0.52,2.92,1.26,100.37,0.4,0.91,0.42,5.26,5.51,787.16,0.54,103.09,26.48
2.066,278,0,False,0,False,0,False,0,False,45,94,77.0,17.0,6.65,60.08,33.27,733.07,49.48,11.69,61.64,10.82,8.8,463.2,12.33,5.48,28.01,152.16,4.12,0.36,162.5,0.45,106.62,345.11,0.21,1.1,0.78,43.55,0.12,0.28,0.23,2.88,5.08,122.92,0.0,37.72,10.23
1.1415,84,0,False,0,False,0,False,0,False,10,0,31.0,4.0,20.97,34.45,44.58,143.47,5.59,3.13,16.28,2.72,14.02,380.13,7.66,0.65,3.73,82.38,1.82,0.12,77.53,0.06,18.3,82.56,0.14,0.6,0.06,9.17,0.26,0.18,0.06,0.45,1.19,423.46,0.0,13.51,2.44
2.1609,200,0,False,0,False,0,False,0,False,30,0,51.0,15.0,17.21,50.48,32.31,263.87,15.02,6.57,21.63,4.39,17.57,469.35,11.52,3.07,10.29,173.32,2.37,0.29,108.18,0.21,70.53,316.7,0.42,0.95,0.52,35.11,0.09,0.77,0.4,1.94,3.2,2257.86,0.22,8.74,183.93
2.6446,368,0,False,0,False,0,False,0,False,60,22,82.0,29.0,20.04,46.73,33.23,710.71,36.64,19.34,58.63,13.04,90.23,985.57,35.36,1.89,55.84,590.55,1.76,0.62,922.95,0.22,43.87,530.26,0.26,3.56,0.63,73.67,1.88,1.26,0.23,1.36,2.16,1287.95,3.04,73.72,5.86
4.251,290,0,False,0,False,0,False,0,False,6,3,81.0,38.0,10.63,71.75,17.62,864.85,69.75,14.38,38.54,2.31,235.7,929.27,23.26,6.56,45.07,411.09,5.05,0.52,427.99,0.46,253.08,509.83,0.27,2.37,0.74,75.38,0.78,1.19,0.27,9.34,3.58,5641.53,1.1,208.0,22.05
4.4127,214,0,False,1,True,0,False,0,True,30,0,62.0,24.0,36.79,62.25,0.96,418.48,28.95,11.5,1.0,0.21,115.81,804.18,38.49,11.19,51.3,284.55,3.71,0.46,51.62,0.17,11.18,557.0,0.19,9.11,0.04,47.35,2.95,0.14,0.72,1.02,0.0,92.95,0.41,18.83,2.49
1.3473,382,0,False,0,True,0,False,0,False,15,0,91.0,68.0,12.39,21.07,66.54,620.49,14.76,2.15,104.9,13.6,1.8,454.59,19.54,4.95,74.76,302.34,4.75,0.2,127.85,0.28,58.8,943.33,0.74,2.34,1.54,109.73,0.0,1.14,0.56,4.77,8.88,724.55,0.0,53.5,24.83
2.8884,625,0,False,1,True,0,False,0,True,6,9,97.0,100.0,11.21,45.9,42.89,542.14,28.72,4.12,60.4,2.96,8.4,338.68,15.79,7.39,7.34,238.67,16.45,0.29,239.72,0.16,150.95,2274.4,1.96,2.25,2.89,135.84,0.09,1.77,1.19,4.55,13.44,2819.86,0.0,451.0,91.65
0.1527,11,0,False,1,True,0,False,0,True,45,0,13.0,1.0,2.02,87.36,10.62,30.49,3.04,0.42,0.83,0.38,0.2,108.05,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.45,0.0,54.64,0.0,12.45,2.32
6.6793,375,0,False,0,True,0,False,0,False,20,0,68.0,31.0,13.69,27.82,58.49,522.5,16.82,2.55,79.57,44.25,10.2,916.13,18.62,5.12,16.05,150.53,5.99,0.24,313.37,0.37,37.56,630.71,0.38,1.11,0.59,43.98,0.2,0.32,0.28,2.6,8.1,4619.21,0.2,13.78,240.83
0.5861,95,0,False,1,True,0,True,0,True,8,6,87.0,27.0,3.21,91.48,5.31,171.25,17.77,2.49,2.32,0.37,1.8,214.96,1.4,0.68,1.28,23.92,0.73,0.05,37.42,0.05,83.27,219.63,0.07,0.53,0.25,11.15,0.0,0.55,0.02,2.78,1.94,1221.31,0.0,140.64,5.53
1.2573,129,0,False,1,True,0,False,0,True,18,38,97.0,46.0,11.39,46.56,42.05,86.05,4.58,0.61,9.31,3.32,2.0,202.88,2.52,1.33,3.31,51.4,0.72,0.09,37.97,0.07,35.48,232.77,0.07,0.44,0.34,16.49,0.0,0.34,0.4,1.96,1.96,2335.59,0.0,6.06,99.5
5.4039,924,0,False,0,False,0,False,0,False,15,1,91.0,89.0,17.16,33.06,49.78,1045.33,39.41,10.78,133.55,13.2,209.65,2007.21,46.03,12.41,76.84,712.08,14.45,1.19,696.24,1.37,1169.71,1923.01,0.63,4.71,2.11,165.37,0.74,2.3,0.82,4.79,18.2,55174.72,1.07,687.45,35.24
3.1021,381,0,False,0,True,0,False,0,False,45,7,78.0,27.0,24.28,63.09,12.63,709.25,49.49,17.93,22.29,11.97,163.89,1576.47,42.84,10.43,57.21,441.59,3.24,0.59,59.78,1.71,79.62,954.73,0.17,5.94,0.21,62.94,1.6,1.76,0.96,0.0,4.68,459.9,0.0,1.81,80.64
1.4382,225,0,False,0,True,0,False,0,False,60,1,77.0,36.0,7.02,72.58,20.4,342.52,28.52,4.11,18.03,3.65,3.75,252.17,6.21,2.51,6.98,102.63,1.72,0.17,72.67,0.22,100.47,494.93,0.12,0.73,0.4,31.72,0.09,1.1,0.32,4.07,3.72,0.0,0.0,45.47,71.13
4.3256,1056,0,False,0,False,0,False,0,False,45,12,97.0,100.0,8.49,65.13,26.38,810.28,61.37,9.66,55.94,14.22,5.67,693.98,17.99,5.25,17.63,380.88,10.28,0.78,423.13,0.86,1253.95,2329.69,0.51,2.76,1.64,144.34,0.1,1.67,0.91,10.32,20.4,75101.38,0.0,892.98,137.56
1.3068,302,0,False,0,False,0,False,0,False,45,1,57.0,16.0,16.85,41.49,41.66,371.77,17.36,8.3,39.22,2.89,81.44,234.27,15.87,3.95,19.07,239.06,6.04,0.34,225.52,0.27,90.2,828.64,0.65,1.92,1.07,55.1,0.85,0.82,0.43,1.38,4.99,1266.28,0.44,16.27,27.4
2.745,51,0,False,1,True,0,False,0,True,45,0,67.0,28.0,9.98,75.23,14.79,240.99,20.88,2.65,9.24,5.72,13.39,582.79,6.23,3.66,11.2,103.61,1.62,0.1,50.07,0.05,8.33,226.33,0.21,1.01,0.83,36.97,0.14,0.2,0.1,3.32,0.83,214.49,0.27,47.87,3.72
1.6936000000000002,131,0,False,1,False,0,False,0,False,45,0,34.0,6.0,40.64,55.18,4.18,201.08,12.22,4.73,2.08,1.06,72.28,358.46,20.25,9.3,29.32,236.75,0.85,0.16,82.79,0.07,10.49,408.51,0.04,0.76,0.11,31.43,0.29,1.34,0.69,0.82,0.0,274.15,0.21,2.84,5.4
4.4195,733,0,False,0,True,0,False,0,False,135,0,84.0,69.0,9.94,61.43,28.63,626.69,45.22,6.52,47.41,15.85,4.8,526.01,16.47,6.48,14.62,332.48,4.47,0.51,189.26,0.47,392.34,1982.56,0.31,2.26,1.33,113.44,0.0,4.37,1.33,7.79,14.38,2657.33,0.0,181.77,377.63
2.9945,130,0,False,1,True,0,False,0,True,30,0,44.0,11.0,6.37,90.8,2.83,566.09,58.14,8.3,4.09,0.31,24.0,523.64,9.17,5.81,16.13,86.69,2.08,0.14,84.53,0.04,9.83,215.37,0.18,0.87,0.2,25.13,0.25,0.33,0.18,8.42,0.87,0.0,0.0,38.24,4.73
3.5673000000000004,441,0,False,1,False,0,False,0,False,45,20,59.0,11.0,22.26,61.67,16.07,396.12,29.1,8.69,17.06,10.25,41.52,1479.98,23.63,2.26,1.87,84.26,1.32,0.11,439.54,0.12,64.1,729.24,0.27,0.55,0.66,42.96,0.0,0.78,0.27,1.86,7.58,629.18,0.0,25.83,25.02
1.6356,238,0,False,0,False,0,False,0,False,40,0,71.0,32.0,11.71,43.46,44.83,567.89,27.74,4.65,64.37,5.64,10.37,452.71,16.81,2.82,50.78,299.27,2.14,0.23,158.96,0.14,41.29,557.0,0.43,1.93,1.13,91.75,0.11,0.55,0.24,6.55,5.46,1081.41,0.0,33.41,16.74
1.4689,192,0,False,0,True,0,False,0,False,30,0,89.0,86.0,12.21,35.87,51.92,513.04,20.54,2.98,66.88,2.97,5.67,116.11,15.73,4.24,54.96,236.1,3.57,0.21,135.87,0.3,88.04,388.01,0.31,2.0,1.14,65.87,0.09,0.7,0.3,4.02,5.03,2036.61,0.0,181.15,16.21
8.8563,1353,0,False,0,False,0,False,0,False,5,2,84.0,54.0,6.45,59.35,34.2,6996.15,463.07,229.6,600.33,350.89,45.8,5263.38,113.23,58.42,24.23,737.03,26.86,1.31,464.52,1.7,743.39,2999.69,0.98,4.17,0.48,253.52,0.6,0.54,0.31,8.32,40.16,6064.87,0.0,435.3,83.53
3.1256,272,0,False,0,False,0,False,0,False,25,0,17.0,2.0,44.42,45.04,10.54,448.48,20.19,6.93,10.63,1.13,131.44,193.65,44.8,1.3,5.83,36.75,1.22,0.08,20.24,0.09,24.07,98.01,0.04,0.26,0.17,12.51,0.0,0.13,0.06,1.86,0.52,329.14,0.21,10.93,1.37
3.9553,475,0,False,1,True,0,False,0,True,45,0,87.0,81.0,42.81,49.92,7.27,515.72,28.53,7.39,9.35,2.53,157.62,1032.29,55.05,20.38,82.02,637.76,5.65,0.65,152.05,1.61,32.72,1753.58,0.56,4.53,0.9,248.03,1.26,2.12,1.92,6.51,3.71,13907.53,1.02,1890.37,68.82
1.6456,97,0,False,1,False,0,False,0,True,15,7,57.0,12.0,14.48,53.78,31.74,66.64,4.27,0.73,5.67,1.73,1.8,231.18,2.59,0.71,1.19,47.93,1.19,0.1,56.04,0.04,73.23,214.34,0.08,0.39,0.12,45.74,0.07,0.47,0.1,0.55,2.42,1036.21,0.0,8.51,20.77
0.9707,157,0,False,1,False,0,False,0,False,45,14,93.0,47.0,17.76,15.15,67.09,74.9,1.37,0.26,13.68,8.19,1.54,298.53,3.62,0.85,1.89,74.21,1.3,0.08,53.9,0.07,131.24,483.66,0.33,0.6,0.48,37.92,0.0,0.23,0.14,0.15,3.25,1459.35,0.0,100.45,28.61
1.2158,338,0,False,0,True,0,False,0,False,20,0,66.0,26.0,5.96,50.91,43.13,374.91,21.71,3.04,41.38,1.88,0.0,94.35,5.72,2.52,19.09,130.0,1.75,0.08,32.03,0.12,22.26,280.42,0.3,1.21,0.77,50.27,0.0,0.29,0.18,3.25,8.41,249.34,0.0,20.11,9.85
3.6895,450,0,False,0,False,0,False,0,False,10,0,83.0,44.0,14.13,36.6,49.27,754.54,31.16,16.49,94.38,11.93,80.26,912.25,27.06,13.17,42.06,375.47,8.0,0.7,336.57,1.22,282.16,1211.6,0.49,3.04,1.59,105.93,0.62,2.69,0.78,1.2,10.6,1366.75,0.43,175.02,140.65
2.9732,296,0,False,0,False,0,False,0,False,90,0,74.0,49.0,12.31,65.95,21.74,697.97,51.73,11.91,38.38,6.48,27.05,1155.45,21.73,4.06,26.22,368.71,3.74,0.39,496.56,0.36,210.53,484.86,0.15,1.96,0.53,55.57,0.46,0.73,0.38,7.31,4.57,8895.78,0.18,102.93,100.34
5.7721,454,0,False,1,False,0,False,0,False,45,0,72.0,37.0,11.39,74.94,13.67,760.19,65.78,19.44,26.98,6.84,254.87,791.67,22.5,5.83,39.8,309.81,3.76,0.39,165.5,0.21,218.94,1338.23,0.63,3.21,0.75,102.21,0.66,3.36,0.85,8.84,15.89,3300.07,0.46,57.32,126.36
0.4133,57,0,False,0,False,0,False,0,False,90,0,8.0,1.0,11.92,66.23,21.85,61.8,4.69,2.58,3.48,0.87,12.03,310.88,1.9,1.05,3.57,25.85,0.6,0.06,13.28,0.05,7.88,90.77,0.04,0.19,0.06,8.21,0.0,0.0,0.06,0.45,0.67,730.14,0.0,14.37,2.23
18.7954,1784,0,False,0,False,0,False,0,False,45,0,69.0,54.0,14.93,19.19,65.88,4352.03,92.56,37.33,714.75,25.18,56.69,9485.28,162.02,13.25,51.16,568.36,44.59,0.47,1686.24,0.43,236.64,1350.5,0.6,3.51,1.26,178.32,0.65,1.51,0.66,6.58,34.63,2497.24,1.03,39.25,103.51
4.3133,266,0,False,1,False,0,False,0,False,45,0,57.0,20.0,16.76,78.23,5.01,604.49,53.32,22.95,7.68,3.59,132.73,849.18,25.71,7.67,31.51,216.54,2.86,0.42,52.79,0.17,50.94,575.5,0.18,6.26,0.14,41.65,1.97,0.55,0.73,5.95,2.84,3462.41,0.56,62.92,113.61
0.5687,92,0,False,0,True,0,False,0,False,50,0,61.0,20.0,10.03,35.84,54.13,378.18,14.99,2.15,50.93,2.47,0.0,304.24,9.44,1.73,38.73,130.31,1.46,0.08,36.81,0.16,23.92,179.09,0.21,1.0,0.66,36.76,0.0,0.33,0.15,2.06,2.43,137.99,0.0,26.08,10.12
2.4795,223,0,False,1,False,0,False,0,False,45,0,61.0,22.0,47.05,47.1,5.85,235.73,12.31,5.73,3.44,0.73,84.86,460.13,27.68,9.3,30.37,283.48,3.2,0.21,103.93,0.17,64.47,592.81,0.12,5.2,0.31,41.29,1.37,0.97,0.82,1.68,1.91,1700.75,0.23,130.17,14.11
3.1215,334,0,False,0,False,0,False,0,False,80,0,32.0,7.0,18.17,64.44,17.39,485.85,35.38,14.59,21.49,4.4,201.01,844.98,22.44,2.11,27.86,538.01,1.72,0.3,108.52,0.08,66.73,478.41,0.11,1.98,0.15,47.99,2.14,1.22,0.21,2.68,1.56,1060.26,1.43,17.4,8.03
0.1193,14,0,False,0,True,0,False,0,False,64,0,4.0,0.0,10.19,35.65,54.16,27.0,1.09,0.26,3.71,0.27,0.0,126.0,0.7,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.28,0.0,0.0,0.0,0.0
0.5313,53,0,False,1,True,0,False,0,True,70,0,15.0,1.0,4.45,85.86,9.69,107.84,10.84,1.37,2.75,0.49,0.14,609.4,1.26,0.29,1.02,18.9,0.46,0.03,28.64,0.02,0.0,40.63,0.08,0.0,0.07,12.6,0.0,0.0,0.02,2.74,1.65,216.9,0.0,2.97,4.42
8.5893,1120,0,False,1,True,0,False,1,False,45,2,90.0,76.0,29.79,63.86,6.35,1890.97,130.02,43.51,29.11,17.23,517.03,1521.22,136.47,36.28,109.53,1296.26,15.86,1.98,225.73,1.32,75.25,3053.91,1.23,26.78,0.81,204.72,12.19,5.65,3.51,7.99,7.31,4073.53,5.44,51.06,32.01
3.5463,293,0,False,1,True,0,False,0,True,2,1,80.0,31.0,4.84,78.36,16.8,432.94,40.61,5.08,19.58,5.84,2.4,2657.52,5.65,2.45,3.78,109.91,4.27,0.15,204.83,0.14,63.15,434.82,0.41,1.2,1.33,74.04,0.0,0.44,0.41,10.73,10.55,3109.12,0.0,53.07,99.73
0.6883,105,1,True,1,True,0,False,0,True,25,0,43.0,10.0,2.27,89.01,8.72,162.18,15.94,2.19,3.51,0.73,0.0,21.6,0.92,0.25,0.0,27.42,0.61,0.03,46.46,0.0,26.39,199.43,0.04,0.16,0.14,14.5,0.0,0.15,0.03,2.34,1.39,459.79,0.0,28.75,6.7
5.2583,307,0,False,1,True,0,False,0,True,300,0,80.0,56.0,53.96,44.86,1.18,459.39,22.25,5.95,1.32,0.03,186.49,959.53,60.22,18.68,69.78,567.5,5.58,0.73,35.72,0.41,67.31,870.0,0.39,11.12,0.16,81.57,7.75,2.12,0.54,1.96,0.0,0.0,0.0,5.88,1.12
2.1135,332,0,False,0,True,0,False,0,False,20,0,81.0,55.0,26.08,30.32,43.6,376.65,12.99,2.12,42.02,5.53,31.82,869.29,25.13,12.72,78.83,242.56,4.86,0.39,123.26,0.44,167.05,568.47,0.3,1.5,0.62,71.77,2.18,0.69,0.51,2.8,5.72,1081.22,1.02,22.98,22.84
1.5178,181,1,False,1,False,0,False,0,False,35,24,52.0,8.0,3.56,80.83,15.61,527.02,48.36,14.36,21.02,4.56,56.61,385.98,4.79,1.49,5.4,166.0,1.52,0.25,134.25,0.07,49.79,713.65,0.18,1.22,0.36,40.65,0.28,1.64,0.34,3.27,2.05,1219.21,0.4,133.17,20.77
5.565,273,0,False,1,False,0,False,0,False,45,0,56.0,19.0,23.72,76.0,0.28,777.59,66.2,32.15,0.54,0.05,211.42,427.29,46.5,11.53,56.69,341.33,4.17,0.56,33.55,0.21,11.15,642.35,0.2,11.71,0.05,50.94,3.83,0.0,0.92,1.92,0.0,1039.22,0.73,43.51,2.89
1.4994,219,0,False,1,True,0,False,0,True,55,37,59.0,11.0,8.63,59.6,31.77,311.12,21.05,4.65,25.24,1.36,15.32,376.49,6.86,2.82,5.57,113.49,3.53,0.09,45.88,0.15,38.89,748.0,0.44,0.87,0.6,43.17,0.12,0.63,0.49,1.89,4.02,281.34,0.0,58.01,50.96
1.2508,129,0,False,0,True,0,False,0,False,30,0,70.0,30.0,12.92,33.01,54.07,489.01,17.82,3.12,65.71,2.44,100.73,221.2,15.7,3.56,64.07,226.13,2.61,0.15,79.54,0.11,37.76,299.82,0.3,1.74,0.9,57.2,0.25,0.75,0.22,2.6,3.46,474.56,0.46,77.62,6.04
6.2907,871,0,False,1,True,0,False,0,True,45,0,90.0,100.0,19.26,24.67,56.07,796.29,22.09,3.2,112.94,5.29,61.78,492.52,38.78,9.96,49.79,658.76,5.78,0.31,110.9,0.63,113.9,3301.27,0.75,2.55,1.02,195.28,1.3,2.13,2.26,4.07,14.62,126.51,1.28,24.76,129.78
0.4846999999999999,56,0,False,1,False,0,False,0,False,45,3,16.0,1.0,2.59,94.24,3.17,203.46,21.46,5.31,1.62,1.19,22.33,357.97,1.33,0.35,1.8,39.26,0.52,0.06,43.25,0.02,9.87,85.25,0.02,0.21,0.08,7.45,0.1,0.14,0.04,0.88,0.0,364.23,0.0,65.98,3.45
3.4162,661,0,False,1,False,0,False,0,False,40,0,90.0,100.0,8.98,23.02,68.0,560.9,14.73,2.33,97.91,7.0,1.62,244.09,12.92,5.99,3.57,350.2,5.33,0.24,122.02,0.47,128.78,2434.72,0.66,1.87,1.06,141.74,0.08,1.74,1.65,2.42,13.1,584.71,0.23,41.05,124.73
3.4705,256,0,False,0,True,0,False,0,False,59,1,80.0,45.0,21.17,38.46,40.37,520.76,22.57,3.88,53.31,4.65,48.19,2596.11,27.97,16.23,52.9,351.77,7.0,0.51,292.25,0.66,152.28,900.05,0.63,2.83,0.93,139.89,0.69,1.26,0.37,4.19,9.4,0.0,0.96,37.85,15.91
1.7925,295,0,False,0,False,0,False,0,False,45,285,99.0,86.0,15.68,16.44,67.88,608.88,11.11,3.11,103.2,7.42,14.53,349.04,23.83,4.37,79.64,385.96,3.57,0.26,208.57,0.31,116.75,725.8,0.45,2.6,1.4,96.73,0.2,1.41,0.44,1.14,7.24,913.7,0.0,189.28,64.57
0.5784,120,0,False,0,True,0,False,0,False,45,16,42.0,5.0,21.06,26.3,52.64,238.64,6.98,1.8,31.45,2.25,27.66,108.66,12.58,3.43,28.32,138.64,1.26,0.09,21.26,0.07,26.47,276.52,0.15,1.1,0.4,32.89,0.12,0.71,0.25,0.42,2.23,98.03,0.0,5.55,15.49
2.8648,289,0,False,0,True,0,False,0,False,45,0,86.0,76.0,10.69,41.06,48.25,755.23,34.81,4.93,92.03,3.69,6.0,814.15,20.39,4.19,77.66,292.38,4.84,0.28,165.7,0.2,200.49,857.4,0.54,2.39,2.02,143.55,0.06,0.68,0.47,7.29,7.02,8847.85,0.0,464.3,28.95
3.5725,484,1,False,1,False,0,False,0,False,45,6,85.0,39.0,11.16,68.77,20.07,423.83,33.58,11.84,22.06,11.94,53.4,1504.86,12.26,1.97,10.29,297.61,2.47,0.66,386.86,0.26,182.82,762.84,0.25,2.46,0.44,61.69,1.01,1.24,0.61,4.53,5.9,9701.35,0.24,129.31,108.55
0.8096,80,0,False,0,False,0,False,0,False,9,8,17.0,1.0,12.45,38.41,49.14,347.72,15.05,3.26,43.33,0.1,7.55,10.44,10.97,0.43,1.48,0.0,2.84,0.0,40.39,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1.25,7.12,72.31,0.0,5.17,0.0
8.759500000000001,778,0,False,0,True,0,False,0,False,45,1,85.0,65.0,17.04,81.2,1.76,2579.77,231.99,65.46,11.33,1.73,492.28,4927.95,109.53,34.37,4.58,1146.31,10.74,0.95,116.01,2.03,39.81,2025.8,0.97,17.3,3.23,192.54,5.81,4.83,2.26,8.6,2.62,1538.14,8.85,235.14,31.54
2.3259,483,0,False,0,False,0,False,0,False,45,0,87.0,77.0,9.86,67.7,22.44,423.67,33.1,5.96,24.69,7.51,104.3,278.72,10.85,3.02,14.89,224.87,4.49,0.41,224.61,0.38,507.58,1022.9,0.22,1.54,0.7,66.13,0.28,1.12,0.53,5.87,8.78,29978.56,0.52,356.8,116.44
3.7061,180,0,False,1,True,0,False,0,True,45,1,85.0,58.0,35.15,63.89,0.96,360.18,25.13,3.97,0.86,0.16,144.91,80.47,31.11,11.97,58.67,328.66,1.53,0.61,30.25,0.36,47.35,766.47,0.39,1.13,0.05,45.59,4.92,2.7,1.27,2.17,0.0,183.43,0.31,11.26,1.95
8.2245,804,0,False,1,False,0,False,0,False,2,1,80.0,48.0,41.43,52.05,6.52,772.28,44.02,7.82,12.42,5.61,228.82,731.03,78.83,37.79,115.5,830.52,2.82,0.48,153.97,0.3,61.96,1596.89,0.18,2.75,0.34,114.75,0.83,5.32,2.96,6.68,2.83,2627.0,0.38,24.54,110.59
11.3672,325,0,False,0,True,0,False,0,False,45,0,80.0,70.0,12.97,33.21,53.82,403.81,15.08,2.42,54.98,5.86,4.0,1201.75,13.25,6.86,24.69,163.96,9.14,0.36,386.86,0.61,236.6,594.76,0.32,1.86,0.74,73.15,0.0,0.9,0.17,2.54,5.87,6773.21,0.0,1324.65,107.13
0.4343,110,0,False,0,False,0,False,0,False,280,0,28.0,4.0,6.78,52.16,41.06,251.54,14.71,5.62,26.05,2.41,20.39,208.19,4.3,2.1,10.88,154.48,1.64,0.2,95.49,0.25,64.65,277.75,0.07,0.39,0.25,14.07,0.11,0.3,0.1,1.43,1.46,651.9,0.39,5.61,40.0
0.6867,114,0,False,1,True,0,False,0,True,25,10,96.0,75.0,16.77,37.79,45.44,48.32,2.13,0.28,5.77,3.28,0.58,39.69,2.13,1.31,0.89,48.69,1.15,0.11,47.22,0.1,64.5,235.29,0.03,0.49,0.24,17.53,0.0,0.36,0.29,2.02,2.57,3290.53,0.0,85.98,102.69
0.9034,153,0,False,1,True,0,False,0,True,240,0,56.0,17.0,5.21,71.28,23.51,176.52,14.38,2.03,10.67,4.87,2.4,302.51,2.36,0.97,2.64,47.97,0.88,0.05,50.34,0.06,27.19,256.89,0.11,0.42,0.22,17.91,0.0,0.26,0.17,2.11,2.36,343.09,0.0,74.86,24.09
2.87,321,0,False,0,False,0,False,0,False,13,0,72.0,27.0,17.07,41.59,41.34,549.92,25.52,7.44,57.09,8.96,35.49,1660.22,23.58,7.27,35.44,331.39,5.02,0.47,497.4,0.52,183.82,593.43,0.46,2.38,0.67,66.29,0.39,0.83,0.31,2.33,5.71,1313.04,0.27,10.06,13.47
1.4287,308,0,False,0,True,0,False,0,False,45,2,86.0,50.0,11.84,45.02,43.14,156.29,8.36,1.29,18.03,8.57,1.2,381.03,4.95,2.27,3.63,116.68,1.67,0.27,66.67,0.21,82.69,739.42,0.21,0.98,0.63,53.75,0.0,0.71,0.47,1.73,4.78,1111.89,0.0,52.9,62.36
1.0026000000000002,183,0,False,1,True,0,True,0,True,45,0,84.0,60.0,10.37,45.44,44.19,160.41,8.48,1.2,18.56,0.84,1.27,241.81,4.36,1.92,1.92,65.85,5.23,0.07,75.8,0.05,34.73,640.94,0.59,0.61,0.87,40.03,0.0,0.47,0.35,1.81,4.41,546.42,0.0,74.81,25.99
